post,prefLabel,obsession_first_checker,obsession_second_checker,obsession_third_checker,compulsion_first_checker,compulsion_second_checker,compulsion_third_checker,postAnnotations,mergedAnnotations,Compulsion exp,Obsession exp,agreed_obsession_label,agreed_compulsion_label
looking case study man aged 18 28 suffered ocd interview weekly magazine would involve chat phone could read article back publication make sure happy fee payable time although feel free donate half chap interested please give shout,"['interest', 'OCD']",0,0,0,0,0,0.0,[],"['interest', 'ocd']",,,0,0
hi 30 year old ocd life reached point really need help debilitating life thought ritual mostly seem revolve around fear death illness loved one dying lot night go sleep anything trigger stopping book page age relative could die able look mirror go bed case last time see able turn light time phone match terrible event someone age check everything house touch nearly everything come across evenly side certain amount time slightly time even also thing light light certain amou tof time go swimming swim certain length safe number illness death could go everything much realy taking life constantly stop job driving car constant anxiety rid counselling spoken people advice people always shake say everyone ocd stop wondered anyone similar anxiety similar thing never read anyone would love feel suffering alone,"['Thought', 'Rituals', 'fear', 'OCD', 'anxiety', 'anxiety']",1,1,0,0,0,0.0,"['ritual', 'thought']","['rituals', 'ocd', 'fear', 'thought', 'anxiety', 'ritual']",,,1,0
going 18th party friday underage mate talking drink two sure never drunk much would one drink would enough mess ocd co never much know could effect ocd wise heard affect people thinking know whether stay clear go fun drink feel like wot think starlight,"['talking', 'OCD']",0,0,0,0,0,0.0,[],"['talking', 'ocd']",,,0,0
hi name sophie 18 female english diagnosed ocd since never fully diagnosed besides adhd dr writing ocd report denial kind knew ocd would joke starting really affect quality life perhaps realising extent really affect life went gp week ago nothing going monday symptom would call serious skin picking problem leg bikini line sholders arm face chest upsetting 18 year old girl skin feel like ruining lower self esteem go phase hardly skin picking huge binge feel skin oily even trigger picking even given impetigo time ashamed horrible skin compulsive list writing gotten better still quite bad spend hour one point two year ago bedroom almost floor space due ripping paper writing list good enough letter match beautiful spelling mistake insane since dyslexic organisation akward going back forth adhd ocd tricky med help think sometimes make ocd worse thing colour coded untampered kept place think everything go planning pen pot desk organisation folder binder importantly fear affect skin picking second morning writing forum get fear illogical fear eb flow alien one gotten recently even sure scared even exist make hard sleep feel minor car crash boyfriend since fear car headlight coming towards height stair ceiling caving somthing falling falling ceiling stair ect ect hate much want happy sick scared cry writing expect get emotional always scared stair falling height however new fear ruining life sometimes talk feeling overwhelming hard take control lower selfesteem anything feeling insane seeming control action getting way otherwise happy person albeit little tightly strung edited february 5 2011 sophies,"['quality', 'shame', 'bedroom', 'rash', 'fall', 'OCD', 'writing', 'fear', 'symptom']",1,1,0,1,1,0.0,['upsetting'],"['ocd', 'symptom', 'fear', 'shame', 'quality', 'fall', 'writing', 'rash', 'bedroom', 'upsetting']",,,1,1
hi guy 1st ever appointment today went really well woman soo nice understanding know alot ocd also diagnosed ocd put cbt waiting list even better cbt witch really happy really awesome nice surprised knew much ocd already told forum charity much helped thanks guy way,"['surprise', 'OCD']",0,0,0,0,0,0.0,[],"['ocd', 'surprise']",,,0,0
hi first cbt session wednesday 3pm happy scared time let know go gem x,[],1,1,1,0,0,0.0,[],[],,,1,0
hi everyone since board great new look forum 1st cbt session today waiting anxiously 6 month therapist lovely worried sort thing help big fear physically harming people close love much made joke sit big knife next talking session around people scared harming think he serious think would nervous breakdown know like exposure therapy sooooo scared getting worse back way last year guy cbt think get worse get better developed many safety mechanism around cope illness going get broken surely get worse anyways would appreciate reply panicking next one already take care jemma x x x,"['fear', 'talking', 'sms']",1,1,1,0,0,,[],"['talking', 'sms', 'fear']",,,1,0
hi guy 1st cbt session today went really well therapist seems really helpful nice felt anxious going honest put mind rest hopefully soon way getting better urge anyone reading anxious seek help try bite bullet go gp leave long get help longer leave thing deeper become entrenched waiting list terrible exactly year le asking cbt starting got far without help think different anyone else lucky starting right treatment go get help entitled rai,"['hope', 'urge', 'Treatment']",1,1,1,0,0,0.0,[],"['hope', 'urge', 'treatment']",,,1,0
newly diagnosed pure seeing hypnotheripyst wait nh get gear hocd reading 4 step taught 4 step hypnotheripst making slow progress today first nh counselling session ocd talk family blah blah blah fear might gay explain ocd step 1 relabel tell need take responsibility thought thought must totally freaked usual 4 thousand question begin run brain right brain must hiding supressing gay total contradiction head edited october 28 2010 ashley edited inappropriate language,"['fear', 'Thought', 'OCD']",1,1,1,0,0,0.0,['thought'],"['ocd', 'thought', 'fear']",,,1,0
plucked courage go doctor yesterday went sat basically cried lol got end referred cbt march anyone know go work wise entitled time work monday particularly disrupt business,[],1,1,1,0,0,0.0,[],[],,,1,0
hi guy week ago inital meeting ocd check require cbt etc today first meeting wanted share anyone yet due meeting clear goal get gradually sure whether cbt made hierachry spelling top goal already serious work begin tonight mile 7 minute anxiety still dry fast edited september 15 2009 guest,"['OCD', 'anxiety', 'anxiety']",1,1,1,0,0,0.0,[],"['anxiety', 'ocd']",,,1,0
